optS0 = -1603.15231614
tdS0 = -1603.06256775
optS1 = -1603.07083328
optR1 = -1603.0647392

Name     Definition    optS0    optS1    optR1
 D77 D(28,14,15,16) -3.09037 -3.08556 -3.04858
 D78 D(28,14,15,40)  0.04638  0.05226  0.09713
 D79 D(14,15,16,17) -0.00352 -0.00431 -0.00299
 D80 D(14,15,16,29) -3.13599 -3.13223 -3.12644
 D81 D(40,15,16,17) -3.14040  3.14093  3.13461
 D82 D(40,15,16,29)  0.01031  0.01301  0.01115
 D83 D(14,15,40,41)  0.36363  0.09364  0.07858
 D84 D(14,15,40,42) -2.77615 -3.04661 -3.06040
 D85 D(16,15,40,41) -2.78373 -3.05243 -3.05812
 D86 D(16,15,40,42)  0.35967  0.09051  0.08609
 D87 D(15,16,17,13) -0.00026  0.00949 -0.00041
 D88 D(15,16,17,19) -3.11686 -3.06863  3.13872
 D89 D(29,16,17,13)  3.13311  3.13891  3.12513
 D90 D(29,16,17,19)  0.01652  0.06079 -0.01892
 D91  D(13,17,19,1)  0.20653  0.36159  0.65077
 D92 D(13,17,19,18)  2.29384  2.44839  2.70916
 D93 D(13,17,19,20) -1.85891 -1.71177 -1.40972
 D94  D(16,17,19,1) -2.96430 -2.85384 -2.48806
 D95 D(16,17,19,18) -0.87699 -0.76704 -0.42967
 D96 D(16,17,19,20)  1.25345  1.35598  1.73463
 D97  D(3,30,31,33)  3.13899  3.14122  3.13562
 D98  D(3,30,31,36) -0.01919 -0.00677 -0.01352
 D99 D(32,30,31,33) -0.00194  0.00111 -0.00342
D100 D(32,30,31,36)  3.12307  3.13630  3.13063
D101  D(3,30,32,34)  3.13990 -3.14068 -3.13587
D102  D(3,30,32,37) -0.01802 -0.00768 -0.00179
D103 D(31,30,32,34) -0.00236 -0.00058  0.00316
D104 D(31,30,32,37)  3.12290  3.13242  3.13724
D105 D(30,31,33,35)  0.00440 -0.00075  0.00120
D106 D(30,31,33,38)  3.13771  3.13907  3.13971
D107 D(36,31,33,35) -3.12079 -3.13602 -3.13293
D108 D(36,31,33,38)  0.01251  0.00381  0.00557
D109 D(30,32,34,35)  0.00416 -0.00029 -0.00071
D110 D(30,32,34,39)  3.13795  3.13902  3.13872
D111 D(37,32,34,35) -3.12129 -3.13340 -3.13488
D112 D(37,32,34,39)  0.01251  0.00591  0.00455
D113 D(31,33,35,34) -0.00256 -0.00015  0.00136
D114 D(31,33,35,50)  3.13871 -3.14127 -3.14110
D115 D(38,33,35,34) -3.13570 -3.13994 -3.13708
D116 D(38,33,35,50)  0.00558  0.00212  0.00364
D117 D(32,34,35,33) -0.00164  0.00067 -0.00160
D118 D(32,34,35,50)  3.14025 -3.14136  3.14078
D119 D(39,34,35,33) -3.13565 -3.13871 -3.14109
D120 D(39,34,35,50)  0.00624  0.00245  0.00129
D121 D(33,35,50,51)  0.00154 -0.00147  0.00308
D122 D(34,35,50,51) -3.14036  3.14058 -3.13935
D123 D(15,40,41,43) -3.13683 -3.14008 -3.13566
D124 D(15,40,41,46)  0.02176  0.00968  0.01343
D125 D(42,40,41,43)  0.00302  0.00021  0.00341
D126 D(42,40,41,46) -3.12158 -3.13321 -3.13069
D127 D(15,40,42,44)  3.14146  3.13999  3.13592
D128 D(15,40,42,47)  0.01640  0.00645  0.00179
D129 D(41,40,42,44)  0.00162 -0.00030 -0.00314
D130 D(41,40,42,47) -3.12344 -3.13383 -3.13728
D131 D(40,41,43,45) -0.00506  0.00003 -0.00121
D132 D(40,41,43,48) -3.13772 -3.13908 -3.13973
D133 D(46,41,43,45)  3.11971  3.13353  3.13297
D134 D(46,41,43,48) -0.01295 -0.00557 -0.00554
D135 D(40,42,44,45) -0.00417  0.00014  0.00070
D136 D(40,42,44,49) -3.13789 -3.13923 -3.13874
D137 D(47,42,44,45)  3.12108  3.13378  3.13493
D138 D(47,42,44,49) -0.01265 -0.00560 -0.00452
D139 D(41,43,45,44)  0.00244 -0.00019 -0.00134
D140 D(41,43,45,55) -3.13840 -3.14129  3.14111
D141 D(48,43,45,44)  3.13492  3.13887  3.13711
D142 D(48,43,45,55) -0.00592 -0.00223 -0.00362
D143 D(42,44,45,43)  0.00209  0.00011  0.00159
D144 D(42,44,45,55) -3.14020  3.14125 -3.14079
D145 D(49,44,45,43)  3.13603  3.13955  3.14110
D146 D(49,44,45,55) -0.00626 -0.00249 -0.00128
D147 D(43,45,55,56)  0.00037 -0.00047 -0.00311
D148 D(44,45,55,56) -3.14049 -3.14159  3.13931
D149 D(35,50,51,52)  3.13932 -3.14152  3.13927
D150 D(35,50,51,53) -1.06753 -1.06563 -1.06790
D151 D(35,50,51,54)  1.06265  1.06555  1.06305
D152 D(45,55,56,57) -3.13966 -3.14117 -3.13926
D153 D(45,55,56,58) -1.06307 -1.06502 -1.06303
D154 D(45,55,56,59)  1.06720  1.06619  1.06792
