optS0 = -1374.17333792
tdS0 = -1374.0785332
optS1 = -1374.08649789
optR1 = -1374.08121667

Name     Definition    optS0    optS1    optR1
 D41  D(23,6,11,10)  3.12260  3.12747  3.04653
 D42  D(23,6,11,12) -0.02377 -0.02386 -0.03346
 D43     D(6,7,8,9)  0.00520 -0.00348  0.02952
 D44    D(6,7,8,25) -3.13525  3.14119 -3.13927
 D45    D(24,7,8,9) -3.13426 -3.13683 -3.09828
 D46   D(24,7,8,25)  0.00847  0.00784  0.01612
 D47    D(7,8,9,10)  0.00695  0.00483 -0.02957
 D48    D(7,8,9,26) -3.13087 -3.12604  3.09807
 D49   D(25,8,9,10) -3.13579 -3.13984  3.13922
 D50   D(25,8,9,26)  0.00957  0.01248 -0.01633
 D51   D(8,9,10,11) -0.01141  0.00082 -0.01451
 D52   D(8,9,10,27) -3.12219 -3.10681  3.08919
 D53  D(26,9,10,11)  3.12644  3.13175  3.14091
 D54  D(26,9,10,27)  0.01565  0.02412 -0.03857
 D55   D(9,10,11,6)  0.00375 -0.00766  0.05655
 D56  D(9,10,11,12) -3.13304 -3.13940  3.13654
 D57  D(27,10,11,6)  3.11473  3.10006 -3.04663
 D58 D(27,10,11,12) -0.02206 -0.03168  0.03337
 D59   D(6,11,12,5)  2.23782  2.34670 -3.12249
 D60  D(6,11,12,13) -0.91527 -0.85875 -0.08087
 D61  D(10,11,12,5) -0.90861 -0.80492  0.08349
 D62 D(10,11,12,13)  2.22149  2.27282  3.12511
 D63  D(5,12,13,14)  3.03063  2.93029  2.43844
 D64  D(5,12,13,17) -0.02440 -0.10443 -0.55118
 D65 D(11,12,13,14) -0.09952 -0.14965 -0.61262
 D66 D(11,12,13,17)  3.12864  3.09882  2.68095
 D67 D(12,13,14,15) -3.06914 -3.03538 -3.01296
 D68 D(12,13,14,28)  0.02817  0.04758  0.05000
 D69 D(17,13,14,15) -0.00546  0.01022 -0.00973
 D70 D(17,13,14,28)  3.09185  3.09318  3.05323
 D71 D(12,13,17,16)  3.07557  3.04394  3.03077
 D72 D(12,13,17,19) -0.07888 -0.16833 -0.10035
 D73 D(14,13,17,16)  0.00268 -0.01307  0.00563
 D74 D(14,13,17,19)  3.13142  3.05784 -3.12549
 D75 D(13,14,15,16)  0.00596 -0.00390  0.01002
 D76 D(13,14,15,41) -3.14122  3.13470 -3.12560
 D77 D(28,14,15,16) -3.09014 -3.08493 -3.05177
 D78 D(28,14,15,41)  0.04587  0.05367  0.09580
 D79 D(14,15,16,17) -0.00450 -0.00428 -0.00670
 D80 D(14,15,16,29) -3.13494 -3.12834 -3.12912
 D81 D(41,15,16,17) -3.14065  3.14020  3.12910
 D82 D(41,15,16,29)  0.01210  0.01614  0.00668
 D83 D(14,15,41,42)  0.38929  0.11269 -3.03032
 D84 D(14,15,41,43) -2.75107 -3.02698  0.10751
 D85 D(16,15,41,42) -2.75895 -3.03244  0.11835
 D86 D(16,15,41,43)  0.38387  0.11108 -3.02700
 D87 D(15,16,17,13)  0.00113  0.01074  0.00071
 D88 D(15,16,17,19) -3.12761 -3.05972  3.13107
 D89 D(29,16,17,13)  3.13267  3.13668  3.12530
 D90 D(29,16,17,19)  0.00393  0.06623 -0.02753
 D91  D(13,17,19,1)  0.17525  0.39136  0.65803
 D92 D(13,17,19,18)  2.26073  2.47536  2.71449
 D93 D(13,17,19,20) -1.89146 -1.67628 -1.39691
 D94  D(16,17,19,1) -2.98140 -2.83280 -2.47099
 D95 D(16,17,19,18) -0.89592 -0.74879 -0.41453
 D96 D(16,17,19,20)  1.23508  1.38274  1.75726
 D97  D(3,30,31,33)  3.14109  3.14056  3.13471
 D98  D(3,30,31,36) -0.01854 -0.00939 -0.01650
 D99 D(32,30,31,33) -0.00129  0.00079 -0.00303
D100 D(32,30,31,36)  3.12227  3.13402  3.12895
D101  D(3,30,32,34)  3.13714 -3.14033 -3.13506
D102  D(3,30,32,37) -0.02113 -0.00874 -0.00300
D103 D(31,30,32,34) -0.00366 -0.00057  0.00267
D104 D(31,30,32,37)  3.12126  3.13102  3.13472
D105 D(30,31,33,35)  0.00445 -0.00054  0.00147
D106 D(30,31,33,38)  3.13850  3.13933  3.14008
D107 D(36,31,33,35) -3.11911 -3.13379 -3.13052
D108 D(36,31,33,38)  0.01493  0.00609  0.00808
D109 D(30,32,34,35)  0.00547  0.00010 -0.00075
D110 D(30,32,34,39)  3.13995  3.13910  3.13891
D111 D(37,32,34,35) -3.11951 -3.13156 -3.13288
D112 D(37,32,34,39)  0.01496  0.00744  0.00679
D113 D(31,33,35,34) -0.00266  0.00005  0.00051
D114 D(31,33,35,40)  3.13846 -3.14121  3.14089
D115 D(38,33,35,34) -3.13666 -3.13981 -3.13808
D116 D(38,33,35,40)  0.00445  0.00211  0.00230
D117 D(32,34,35,33) -0.00227  0.00017 -0.00086
D118 D(32,34,35,40)  3.13980  3.14143 -3.14125
D119 D(39,34,35,33) -3.13671 -3.13882 -3.14052
D120 D(39,34,35,40)  0.00537  0.00244  0.00228
D121 D(15,41,42,44) -3.13702 -3.13950  3.13573
D122 D(15,41,42,47)  0.02249  0.01150  0.00342
D123 D(43,41,42,44)  0.00337  0.00023 -0.00218
D124 D(43,41,42,47) -3.12031 -3.13197 -3.13449
D125 D(15,41,43,45) -3.14088  3.13967 -3.13532
D126 D(15,41,43,48)  0.01881  0.00762  0.01568
D127 D(42,41,43,45)  0.00192 -0.00004  0.00261
D128 D(42,41,43,48) -3.12158 -3.13210 -3.12958
D129 D(41,42,44,46) -0.00575 -0.00018  0.00055
D130 D(41,42,44,49) -3.13912 -3.13932 -3.13914
D131 D(47,42,44,46)  3.11792  3.13202  3.13292
D132 D(47,42,44,49) -0.01545 -0.00712 -0.00677
D133 D(41,43,45,46) -0.00485 -0.00018 -0.00139
D134 D(41,43,45,50) -3.13945 -3.13944 -3.13999
D135 D(48,43,45,46)  3.11871  3.13194  3.13081
D136 D(48,43,45,50) -0.01589 -0.00733 -0.00779
D137 D(42,44,46,45)  0.00279 -0.00004  0.00072
D138 D(42,44,46,51) -3.13806 -3.14117  3.14118
D139 D(49,44,46,45)  3.13612  3.13909  3.14040
D140 D(49,44,46,51) -0.00473 -0.00205 -0.00233
D141 D(43,45,46,44)  0.00247  0.00023 -0.00030
D142 D(43,45,46,51) -3.13986  3.14136 -3.14075
D143 D(50,45,46,44)  3.13704  3.13948  3.13829
D144 D(50,45,46,51) -0.00529 -0.00258 -0.00217
